interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-82174,8/9/2025,CUS-5539,Small Business Elite,Mass Market,66,Transaction Disputes,Chat,AGT-136,27,-0.16,1148,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-16683,3/17/2025,CUS-8007,Everyday Blue,Preferred,81,Account Access,Chat,AGT-131,14,0.19,2011,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-67301,1/12/2026,CUS-7338,Small Business Elite,Affluent,41,VIP Services,Chat,AGT-107,28,-0.72,563,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-57360,11/4/2025,CUS-1892,Travel Platinum,Private Wealth,6,Credit Line,Call,AGT-104,6,-0.45,2306,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-80152,8/19/2025,CUS-5397,Everyday Blue,Preferred,17,Fraud Ops,Call,AGT-150,16,-0.81,3103,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-65478,1/11/2026,CUS-4356,Reserve Infinite,Private Wealth,6,Transaction Disputes,Chat,AGT-142,27,0.13,100,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-24605,12/6/2025,CUS-6531,Travel Platinum,Private Wealth,80,Account Access,Call,AGT-146,56,-0.45,1820,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-41546,10/22/2025,CUS-4776,Small Business Elite,Preferred,29,Account Access,Chat,AGT-139,47,0.21,3139,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-44961,10/1/2025,CUS-6792,Everyday Blue,Private Wealth,108,Fraud Ops,Call,AGT-115,25,-0.7,2327,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-86561,4/1/2025,CUS-6189,Travel Platinum,Private Wealth,98,VIP Services,Call,AGT-114,48,-0.76,3439,Provided Adjustment,N,None,Customer,,You are an idiot,Risk_Abuse,Missed_Escalation
INT-60236,11/20/2025,CUS-4328,Everyday Blue,Private Wealth,70,General Inquiry,Chat,AGT-139,22,-0.97,716,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-21950,4/21/2025,CUS-5419,Small Business Elite,Private Wealth,104,Transaction Disputes,Call,AGT-131,12,-0.75,1068,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-63267,2/11/2026,CUS-4620,Small Business Elite,Private Wealth,31,General Inquiry,Chat,AGT-129,27,0.22,770,Requires More Info,N,None,None,,,Normal,No_Escalation_Required
INT-38880,2/6/2026,CUS-5578,Travel Platinum,Affluent,14,Fraud Ops,Call,AGT-100,9,-0.52,1323,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-67041,12/9/2025,CUS-7335,Everyday Blue,Affluent,58,Tech Support,Chat,AGT-113,8,-0.54,3530,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-20747,4/4/2025,CUS-7693,Everyday Blue,Mass Market,92,Card Services,Chat,AGT-128,21,-0.11,3087,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-60393,7/21/2025,CUS-7228,Everyday Blue,Private Wealth,3,Credit Line,Call,AGT-134,12,0.53,900,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-98252,2/12/2026,CUS-9053,Reserve Infinite,Private Wealth,56,Tech Support,Call,AGT-150,7,0.75,1462,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-52215,7/25/2025,CUS-1339,Travel Platinum,Affluent,64,General Inquiry,Call,AGT-132,15,0.23,3493,Escalated to Trust & Safety,N,None,Agent,,,Normal,Invalid_Disposition
INT-67958,2/16/2026,CUS-4366,Travel Platinum,Preferred,48,Tech Support,Call,AGT-109,18,0.41,2521,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-99558,10/3/2025,CUS-7187,Small Business Elite,Private Wealth,22,General Inquiry,Chat,AGT-150,21,-0.19,952,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-51184,12/18/2025,CUS-6787,Reserve Infinite,Affluent,52,Card Services,Chat,AGT-117,25,-0.5,1250,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-40263,5/22/2025,CUS-7216,Everyday Blue,Preferred,77,Transaction Disputes,Call,AGT-130,50,0.92,2871,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-83834,1/15/2026,CUS-4998,Everyday Blue,Mass Market,83,Account Access,Call,AGT-144,31,-0.87,2980,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-12867,1/16/2026,CUS-7371,Small Business Elite,Preferred,74,VIP Services,Call,AGT-122,14,-0.28,143,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-74350,3/13/2025,CUS-8148,Everyday Blue,Preferred,93,Account Access,Call,AGT-128,8,0.82,426,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-67325,7/8/2025,CUS-5176,Reserve Infinite,Preferred,45,Collections,Call,AGT-114,7,-0.46,1124,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-72721,7/12/2025,CUS-3590,Small Business Elite,Mass Market,22,General Inquiry,Chat,AGT-114,33,0.71,2701,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-77786,6/16/2025,CUS-9698,Reserve Infinite,Preferred,104,Collections,Call,AGT-112,12,0.69,1622,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-57785,5/28/2025,CUS-1786,Reserve Infinite,Private Wealth,98,Card Services,Call,AGT-114,8,-0.82,710,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-22108,8/3/2025,CUS-1820,Reserve Infinite,Private Wealth,33,Fraud Ops,Chat,AGT-105,30,0.05,1105,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-69388,1/1/2026,CUS-3441,Everyday Blue,Private Wealth,38,Fraud Ops,Call,AGT-109,28,0.72,1200,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-34382,12/1/2025,CUS-4753,Everyday Blue,Affluent,53,VIP Services,Chat,AGT-119,50,-0.67,333,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-40384,10/2/2025,CUS-2511,Travel Platinum,Preferred,80,Tech Support,Chat,AGT-103,27,0.15,3267,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-33061,8/26/2025,CUS-5722,Everyday Blue,Mass Market,71,Transaction Disputes,Call,AGT-130,23,0.88,747,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-40965,7/20/2025,CUS-1281,Everyday Blue,Affluent,104,Fraud Ops,Chat,AGT-112,31,-0.75,375,Requires More Info,N,None,Agent,,Stop lying to me,Risk_Abuse,Missed_Escalation
INT-18831,7/18/2025,CUS-2663,Reserve Infinite,Private Wealth,35,VIP Services,Chat,AGT-150,25,-0.64,568,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-70625,4/12/2025,CUS-7044,Small Business Elite,Preferred,93,General Inquiry,Call,AGT-111,14,-0.69,825,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-42197,9/19/2025,CUS-1143,Travel Platinum,Mass Market,42,Tech Support,Call,AGT-110,35,0.53,2162,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-12715,11/20/2025,CUS-9206,Reserve Infinite,Affluent,65,Tech Support,Chat,AGT-103,39,-0.21,744,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-16336,1/25/2026,CUS-8685,Small Business Elite,Preferred,20,Card Services,Chat,AGT-108,21,-0.52,2554,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-58128,1/20/2026,CUS-5575,Everyday Blue,Affluent,60,Credit Line,Call,AGT-115,19,-0.09,2969,Escalated to Trust & Safety,Y,Trust & Safety,Customer,This violates my consumer rights,,Legal_Implied,Valid_Escalation
INT-24401,9/10/2025,CUS-5066,Small Business Elite,Preferred,21,Transaction Disputes,Chat,AGT-140,40,0.21,233,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-18791,3/25/2025,CUS-7183,Small Business Elite,Private Wealth,18,Card Services,Chat,AGT-100,17,-0.43,2226,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-74219,6/1/2025,CUS-7471,Reserve Infinite,Affluent,71,Account Access,Call,AGT-134,40,0.45,2210,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-71160,8/31/2025,CUS-9514,Everyday Blue,Preferred,46,Card Services,Call,AGT-150,7,0.21,3002,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-63110,6/22/2025,CUS-5119,Reserve Infinite,Preferred,68,General Inquiry,Call,AGT-126,10,-0.53,3574,Escalated to Lead,Y,Tier 3,Customer,,I'm facing eviction,Risk_Vulnerability,Valid_Escalation
INT-75500,7/16/2025,CUS-3068,Everyday Blue,Private Wealth,104,Card Services,Call,AGT-102,36,-0.48,2516,Escalated to Lead,Y,Supervisor,Customer,,I am currently in the hospital,Risk_Vulnerability,Valid_Escalation
INT-58169,7/6/2025,CUS-5889,Everyday Blue,Affluent,15,Account Access,Call,AGT-138,53,0.81,1627,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-59275,8/13/2025,CUS-5907,Reserve Infinite,Mass Market,48,Collections,Chat,AGT-101,8,-0.37,873,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-12102,9/27/2025,CUS-4531,Small Business Elite,Private Wealth,56,Fraud Ops,Call,AGT-149,16,0.28,662,Escalated to Trust & Safety,Y,Trust & Safety,Customer,I am contacting my legal counsel,,Legal_Inexplicit,Valid_Escalation
INT-68974,3/2/2025,CUS-3291,Travel Platinum,Mass Market,84,Transaction Disputes,Call,AGT-150,39,-0.4,1061,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-28653,5/28/2025,CUS-1268,Travel Platinum,Affluent,116,Credit Line,Chat,AGT-114,44,0.81,1095,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-73802,4/10/2025,CUS-7541,Travel Platinum,Mass Market,60,Credit Line,Chat,AGT-145,34,-0.07,898,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-70725,9/27/2025,CUS-3136,Small Business Elite,Affluent,54,General Inquiry,Chat,AGT-103,56,-0.51,656,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-93889,10/28/2025,CUS-2659,Everyday Blue,Mass Market,38,Collections,Call,AGT-123,22,-0.89,1965,Escalated to Trust & Safety,Y,Trust & Safety,Agent,See you in court,,Legal_Inexplicit,Valid_Escalation
INT-60666,3/3/2025,CUS-8100,Reserve Infinite,Private Wealth,10,Tech Support,Call,AGT-138,53,-0.41,3423,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-77182,1/7/2026,CUS-8816,Everyday Blue,Mass Market,6,Card Services,Call,AGT-130,22,-0.86,1417,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-35359,6/17/2025,CUS-6084,Small Business Elite,Preferred,119,Fraud Ops,Call,AGT-132,28,-0.67,474,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-29128,5/14/2025,CUS-5417,Small Business Elite,Preferred,8,Tech Support,Call,AGT-101,16,0.02,2643,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-78300,11/16/2025,CUS-7082,Everyday Blue,Preferred,4,Credit Line,Chat,AGT-128,33,-0.19,3330,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-90337,1/19/2026,CUS-8541,Everyday Blue,Mass Market,45,Account Access,Call,AGT-139,49,-0.35,1567,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-16673,1/10/2026,CUS-9470,Reserve Infinite,Private Wealth,75,Account Access,Call,AGT-107,7,0.77,3166,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-73899,2/24/2025,CUS-8100,Small Business Elite,Preferred,98,Credit Line,Chat,AGT-132,14,-0.93,3252,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-81826,12/12/2025,CUS-9289,Everyday Blue,Affluent,9,Credit Line,Chat,AGT-109,5,0.87,1607,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-53273,6/7/2025,CUS-8206,Everyday Blue,Mass Market,94,Collections,Call,AGT-146,20,-0.75,649,Ticket Closed,N,None,Customer,,Shut up and listen,Risk_Abuse,Missed_Escalation
INT-28639,5/30/2025,CUS-4216,Everyday Blue,Affluent,12,Tech Support,Call,AGT-139,24,-0.23,1675,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-38866,8/15/2025,CUS-1686,Reserve Infinite,Mass Market,6,Collections,Chat,AGT-119,9,-0.98,604,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-35492,10/29/2025,CUS-7854,Everyday Blue,Affluent,73,General Inquiry,Chat,AGT-112,37,-0.16,3442,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-29876,3/24/2025,CUS-7994,Travel Platinum,Affluent,71,General Inquiry,Chat,AGT-136,11,-0.49,922,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-10074,12/31/2025,CUS-2085,Small Business Elite,Preferred,21,General Inquiry,Call,AGT-102,6,-0.47,2036,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-18662,4/7/2025,CUS-4589,Small Business Elite,Private Wealth,60,General Inquiry,Call,AGT-110,39,0.85,2081,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-24973,2/7/2026,CUS-2310,Everyday Blue,Affluent,86,General Inquiry,Call,AGT-129,17,0.62,1463,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-90844,7/28/2025,CUS-7096,Everyday Blue,Private Wealth,109,VIP Services,Call,AGT-130,14,0.91,1117,Escalated to Trust & Safety,N,None,Agent,,,Normal,Invalid_Disposition
INT-85634,12/15/2025,CUS-9977,Everyday Blue,Private Wealth,114,Fraud Ops,Call,AGT-147,56,-0.34,2783,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-52799,5/26/2025,CUS-9629,Travel Platinum,Mass Market,20,Fraud Ops,Call,AGT-142,37,0.36,2995,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-87303,7/19/2025,CUS-9520,Everyday Blue,Private Wealth,88,General Inquiry,Chat,AGT-117,7,0.61,3247,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-42151,10/10/2025,CUS-4706,Small Business Elite,Preferred,105,Fraud Ops,Call,AGT-101,10,-0.13,1174,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Reporting you to the FTC,,Legal_Explicit Regulatory,Valid_Escalation
INT-53011,4/26/2025,CUS-9336,Everyday Blue,Private Wealth,39,Transaction Disputes,Call,AGT-131,8,0.95,1717,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-16722,5/5/2025,CUS-5920,Everyday Blue,Preferred,103,Tech Support,Call,AGT-116,11,-0.79,666,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-82746,12/14/2025,CUS-4663,Travel Platinum,Mass Market,109,Collections,Chat,AGT-150,16,-0.56,1078,Ticket Closed,N,None,None,,,Normal,No_Escalation_Required
INT-70862,11/14/2025,CUS-3510,Reserve Infinite,Preferred,119,Transaction Disputes,Call,AGT-106,8,0.39,2131,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-57578,11/21/2025,CUS-7760,Small Business Elite,Affluent,96,Collections,Call,AGT-125,37,-0.16,1416,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-49201,12/30/2025,CUS-2329,Small Business Elite,Affluent,32,Tech Support,Call,AGT-110,22,0.25,2775,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-18692,12/13/2025,CUS-6143,Small Business Elite,Affluent,119,VIP Services,Chat,AGT-103,33,-0.13,3398,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-66645,8/24/2025,CUS-3523,Everyday Blue,Preferred,54,Credit Line,Call,AGT-130,19,0.96,1427,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-58546,4/16/2025,CUS-2937,Reserve Infinite,Private Wealth,40,Credit Line,Call,AGT-115,15,-0.03,2074,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-61949,6/10/2025,CUS-4506,Everyday Blue,Mass Market,52,Tech Support,Chat,AGT-127,7,0.7,1233,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-41881,8/20/2025,CUS-3701,Everyday Blue,Preferred,44,Collections,Call,AGT-110,35,0.2,2490,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-59394,4/7/2025,CUS-2357,Small Business Elite,Private Wealth,13,Credit Line,Call,AGT-105,11,-0.84,3080,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-11112,12/24/2025,CUS-3458,Reserve Infinite,Mass Market,70,Collections,Chat,AGT-127,19,-0.01,438,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-94930,1/3/2026,CUS-3488,Small Business Elite,Mass Market,7,Collections,Call,AGT-100,33,-0.06,193,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Unfair lending practice,,Legal_Implied,Valid_Escalation
INT-27495,2/27/2025,CUS-5774,Everyday Blue,Mass Market,108,Tech Support,Chat,AGT-123,5,0.36,3446,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-56825,4/28/2025,CUS-2433,Reserve Infinite,Preferred,6,Tech Support,Chat,AGT-110,7,0.79,1412,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-23103,12/18/2025,CUS-1638,Everyday Blue,Affluent,75,Collections,Call,AGT-105,9,-0.48,2576,Escalated to Lead,Y,Supervisor,Customer,,I'm facing eviction,Risk_Vulnerability,Valid_Escalation
INT-10027,12/19/2025,CUS-4149,Small Business Elite,Mass Market,102,Account Access,Call,AGT-110,9,0.79,3435,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-74272,5/19/2025,CUS-2761,Everyday Blue,Affluent,35,General Inquiry,Call,AGT-137,16,-0.42,3487,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-78955,8/2/2025,CUS-2174,Reserve Infinite,Private Wealth,107,Account Access,Chat,AGT-139,12,-0.43,326,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-70599,1/18/2026,CUS-5259,Everyday Blue,Affluent,21,Card Services,Call,AGT-141,7,0.55,2168,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-22598,11/1/2025,CUS-9133,Small Business Elite,Preferred,78,Card Services,Chat,AGT-114,34,0.38,191,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-61562,5/28/2025,CUS-6548,Everyday Blue,Preferred,86,Credit Line,Call,AGT-110,45,0.39,3378,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-69311,12/14/2025,CUS-6877,Travel Platinum,Affluent,66,Transaction Disputes,Call,AGT-119,17,-0.41,2950,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-62572,8/20/2025,CUS-7848,Reserve Infinite,Mass Market,104,Collections,Call,AGT-115,7,0.59,3529,Escalated to Trust & Safety,Y,Trust & Safety,Customer,There will be legal consequences,,Legal_Inexplicit,Valid_Escalation
INT-50543,10/6/2025,CUS-6351,Small Business Elite,Affluent,27,Account Access,Call,AGT-115,27,-0.08,2940,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-30344,4/3/2025,CUS-1602,Everyday Blue,Mass Market,11,Transaction Disputes,Chat,AGT-103,3,0.18,542,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-29356,2/28/2025,CUS-2764,Everyday Blue,Mass Market,58,General Inquiry,Call,AGT-108,31,-0.7,360,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-47024,7/2/2025,CUS-6451,Small Business Elite,Mass Market,89,Collections,Chat,AGT-120,17,0.16,3003,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-73123,9/21/2025,CUS-8132,Everyday Blue,Affluent,53,Fraud Ops,Call,AGT-107,1,0.86,2797,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-98033,4/22/2025,CUS-5956,Travel Platinum,Mass Market,120,General Inquiry,Chat,AGT-145,21,-0.58,1998,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-96007,12/31/2025,CUS-1554,Small Business Elite,Preferred,47,General Inquiry,Chat,AGT-110,29,-0.22,1473,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-18658,9/19/2025,CUS-1801,Travel Platinum,Private Wealth,5,Card Services,Call,AGT-116,20,-0.22,3388,Escalated to Trust & Safety,Y,Trust & Safety,Customer,See you in court,,Legal_Inexplicit,Valid_Escalation
INT-75223,6/24/2025,CUS-8594,Reserve Infinite,Preferred,85,Tech Support,Call,AGT-125,8,0.57,3593,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-52412,4/17/2025,CUS-8366,Small Business Elite,Preferred,18,Fraud Ops,Chat,AGT-120,30,0.49,2957,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-65358,1/9/2026,CUS-6157,Everyday Blue,Preferred,118,Card Services,Call,AGT-148,50,0.13,2926,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-34112,11/17/2025,CUS-1121,Travel Platinum,Mass Market,112,Credit Line,Call,AGT-150,19,-0.67,1086,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-64499,10/26/2025,CUS-2527,Reserve Infinite,Mass Market,63,Account Access,Chat,AGT-121,21,-0.7,634,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-41460,6/1/2025,CUS-9401,Everyday Blue,Mass Market,78,Collections,Call,AGT-131,36,0.91,888,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-33660,7/8/2025,CUS-7846,Everyday Blue,Mass Market,5,Card Services,Call,AGT-149,10,-0.98,1537,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
